data_source	time_stamp
https://zenodo.org/records/10609590/files/GLU_GER_2017_SUM_DOY_COG.tif	2024-10-09T17:31:29+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2017_SUM_DOY_COG.tif	2024-10-09T17:31:29+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2018_SUM_DOY_COG.tif	2024-10-09T17:31:29+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2019_SUM_DOY_COG.tif	2024-10-09T17:31:30+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2019_SUM_DOY_COG.tif	2024-10-09T17:31:30+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2020_SUM_DOY_COG.tif	2024-10-09T17:31:30+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2020_SUM_DOY_COG.tif	2024-10-09T17:31:30+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2021_SUM_DOY_COG.tif	2024-10-09T17:31:31+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2021_SUM_DOY_COG.tif	2024-10-09T17:31:31+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2021_SUM_DOY_COG.tif	2024-10-09T17:31:31+00:00
