data_source	time_stamp
https://zenodo.org/records/10609590/files/GLU_GER_2017_SUM_DOY_COG.tif	2025-05-12T12:58:10+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2017_SUM_DOY_COG.tif	2025-05-12T12:58:10+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2018_SUM_DOY_COG.tif	2025-05-12T12:58:10+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2019_SUM_DOY_COG.tif	2025-05-12T12:58:11+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2019_SUM_DOY_COG.tif	2025-05-12T12:58:11+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2020_SUM_DOY_COG.tif	2025-05-12T12:58:11+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2020_SUM_DOY_COG.tif	2025-05-12T12:58:11+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2021_SUM_DOY_COG.tif	2025-05-12T12:58:11+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2021_SUM_DOY_COG.tif	2025-05-12T12:58:11+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2021_SUM_DOY_COG.tif	2025-05-12T12:58:12+00:00
